Time[ms],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],Accuracy[m],Flag,Acceleration[m/s^2],AccWork[J],AeroWork[J],GradeWork[J],RollWork[J],StandStillWork[J],TotalWork[J],StandStillTime[s],Fuel[l],CO2[kg],AccECE[%],AeroECE[%],STSECE[%],WorkECE[%]
1760536021975,12.54139,-70.05131,8.06,8.06806,8.073895640135909,1.8,0,-0.2497502497502498,-12892,1388,-6160.347150780073,3989,0,0,0,0,0,69.07326422556768,52.74725966391326,0,39.766316191987066
1760536022974,12.54146,-70.0513133,7.67,7.66233,7.974194568831749,1.8,0,-0.390390390390391,-19325,1193,-6161.825309811025,3788,0,0,0,0,0,68.38307627384327,52.656673939709584,0,39.40366113042932
1760536023974,12.5415233,-70.0513117,7.02,7.02,8.074476574105184,1.8,0,-0.6500000000000004,-30078,916,6197.728771914103,3470,0,0,0,0,0,67.78513042809301,52.583512001913356,0,39.094963877013
1760536024975,12.5415833,-70.0513083,6.21,6.216209999999999,8.174748756446458,1.8,0,-0.8091908091908089,-33757,634,6197.121685237812,3073,0,0,0,0,0,67.29408349860657,52.549674210547245,0,38.84921764695017
1760536025974,12.54164,-70.051305,5.65,5.64435,7.675006306692492,1.8,0,-0.5605605605605601,-20922,477,-30885.582622144415,2790,0,0,0,0,0,66.8767597234005,52.55261682681414,0,38.646619631259405
1760536026974,12.54169,-70.0513033,4.95,4.95,7.275230461701799,1.8,0,-0.7000000000000002,-23374,321,-24707.346547959773,2447,0,0,0,0,0,66.54525416972085,52.61202152481563,0,38.49465339773225
1760536027974,12.541735,-70.0512967,4.49,4.49,6.575445090744928,1.8,0,-0.45999999999999996,-13679,239,-43248.83528124749,2219,0,0,0,0,0,66.26912881441088,52.71280267716044,0,38.37503998147124
1760536028974,12.5417733,-70.0512933,4.15,4.15,5.875622221691593,1.8,0,-0.33999999999999986,-9254,189,-43251.152776103285,2051,0,0,0,0,0,66.03289933749663,52.84558616343828,0,38.27845951927096
1760536029974,12.54181,-70.0512917,3.99,3.99,5.2757878100983255,1.8,0,-0.16000000000000014,-4103,168,-37071.56613969871,1972,0,0,0,0,0,65.81501002649829,52.99193647005323,0,38.191949410862314
1760536030974,12.5418467,-70.0512933,4.46,4.46,4.5759453469711175,1.8,0,0.46999999999999975,12510,234,-43252.36374865084,2205,0,0,0,0,0,66.90317025094,53.08426984986215,0,38.07235096241372
1760536031974,12.5418933,-70.051295,5.02,5.02,4.776146278984488,1.8,0,0.5599999999999996,16722,335,12373.01820122232,2482,0,31912.01820122232,0,0.0016247158175109115,0.004328242937849069,68.3717058892675,53.12012292209758,0,39.314908758887185
1760536032974,12.5419383,-70.0512967,5.29,5.29,4.17634022778763,1.8,0,0.27000000000000046,8768,392,-37069.813382119384,2615,0,0,0,0,0,68.93776050721846,53.130610827564404,0,39.13327316873497
1760536033975,12.5419817,-70.0512967,5.26,5.26526,3.8765314947947545,1.8,0,-0.02997002997003022,-997,385,-18529.079125158703,2603,0,0,0,0,0,68.56261807936045,53.141351986068116,0,38.95440050476598
1760536034974,12.5420267,-70.0513,4.81,4.80519,3.676721511331788,1.7,0,-0.4504504504504506,-14275,294,-12348.856407961708,2375,0,0,0,0,0,68.24257738977356,53.18832612388448,0,38.80712600466966
1760536035974,12.5420683,-70.0513033,4.84,4.84,3.676896590944022,1.6,0,0.03000000000000025,911,300,10.820445274881251,2393,0,3614.8204452748814,0,0.00018403900116461391,0.0004902798991025315,68.01749890651337,53.229956706265035,0,38.91196045576175
1760536036974,12.5421117,-70.051305,5.39,5.39,4.077083721449121,1.6,0,0.5499999999999998,17723,414,24732.765226606636,2664,0,45533.765226606636,0,0.002318230960135968,0.006175767277802218,69.50286641000339,53.22384911548459,0,40.18444637291179
1760536037974,12.54216,-70.0513067,5.49,5.49,3.9772925349592327,1.5,0,0.10000000000000053,3427,438,-6167.394698634558,2714,0,411.60530136544185,0,0.000020955792876621138,0.00005582623222331872,69.46267933210977,53.2087164757241,0,40.44476938346241
1760536038974,12.5422117,-70.0513067,6.1,6.1,4.1775207496904265,1.5,0,0.6099999999999994,22270,601,12374.70435503197,3015,0,38260.70435503197,0,0.001947942344566225,0.0051893184059244235,71.31368132925239,53.153661954643006,0,41.99946372521473
